region_code,region_name,province,population,youth_ratio,elderly_ratio,single_household_ratio,event_count,program_diversity,free_event_ratio,youth_program_ratio,elderly_program_ratio,tourism_program_ratio,resident_program_ratio,museum_count,facility_type_count,museum_free_ratio,transport_info_ratio,festival_count,festival_type_count,festival_budget,visitor_total,bus_stop_count,facility_count,facility_per_10k,event_per_month,regular_program_score,public_transport_score,transport_weakness,rural_flag,rural_penalty,elderly_access_penalty,vulnerability_score,mismatch_raw,facility_national_count,facility_national_diversity
1156000000,서울특별시 영등포구,서울특별시,371772.0,6.011480154503298,26.19401138332096,30.0,139.0,9.0,0.5,0.04316546762589928,0.0,0.04316546762589928,0.02158273381294964,4.0,3.0,1.0,1.0,8.0,3.0,6063.0,4004314.0,613.0,5.6,0.15062995599453427,12.25,1.0,13.028692879914985,86.97130712008502,0,0,40,47.85858413920973,54.10613455946489,6476,5
1117000000,서울특별시 용산구,서울특별시,199810.0,6.309494019318353,27.288424002802664,30.0,88.0,8.0,0.4699675324675325,0.0,0.0,0.011363636363636364,0.0,14.0,4.0,0.9285714285714286,1.0,2.0,1.0,5604.0,515683.0,388.0,14.4,0.7206846504178971,7.5,1.0,8.24654622741764,91.75345377258236,0,0,40,52.14525364461225,56.94686462438833,6476,5
1138000000,서울특별시 은평구,서울특별시,453398.0,7.310354258289626,30.631806933422734,30.0,7.0,5.0,0.0,0.2857142857142857,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,3.0,0.06616703205572147,0.5833333333333334,1.0,0.6588735387885228,99.34112646121147,0,0,100,60.92305412798852,58.91802902472401,6476,5
1111000000,서울특별시 종로구,서울특별시,136518.0,6.685565273443796,30.76590632737075,30.0,1067.0,10.0,0.28688524590163933,0.053420805998125584,0.0009372071227741331,0.03467666354264293,0.0018744142455482662,61.0,3.0,0.5737704918032787,1.0,9.0,2.0,4023.8,3464599.0,4705.0,62.8,4.600125990711847,89.66666666666667,1.0,100.0,0.0,0,0,100,0.0,59.042313518224205,6476,5
1114000000,서울특별시 중구,서울특별시,117765.0,4.967520061138709,30.948074555258355,30.0,218.0,10.0,0.4117647058823529,0.09174311926605505,0.0,0.11009174311926606,0.03211009174311927,17.0,3.0,0.8235294117647058,1.0,3.0,2.0,1457.0,446513.0,961.0,17.6,1.4945017619836116,18.416666666666668,1.0,20.425079702444208,79.57492029755579,0,0,100,49.1571590797563,52.31621526742916,6476,5
1126000000,서울특별시 중랑구,서울특별시,376463.0,6.092497801908819,32.573719064024885,30.0,4.0,3.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.0,2.0,632.0,3030185.0,18.0,0.4,0.010625214164473002,0.5,1.0,0.38257173219978746,99.61742826780021,0,0,100,63.481246275525876,52.852867803558894,6476,5
3611000000,세종특별자치시,세종특별자치시,391064.0,13.841212691528753,18.015209786633392,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3194.0,0.0,0.0,0.0,0.0,67.88522848034006,32.11477151965994,0,0,40,4.066774062506589,72.98469368349798,6476,5
3114000000,울산광역시 남구,울산광역시,304385.0,9.167008886771686,27.32756213348227,30.0,38.0,6.0,0.16666666666666666,0.05263157894736842,0.0,0.02631578947368421,0.0,3.0,1.0,0.3333333333333333,1.0,10.0,4.0,8040.0,1723613.0,1038.0,5.0,0.16426565040984278,4.0,1.0,22.06163655685441,77.93836344314559,0,0,40,43.69805533656213,63.883385721384656,6476,5
3117000000,울산광역시 동구,울산광역시,147834.0,10.931856000649377,28.84383835924077,30.0,20.0,5.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,650.0,131000.0,546.0,0.2,0.01352868758201767,1.75,1.0,11.604675876726887,88.39532412327311,0,0,40,51.99318053352088,69.05213870480023,6476,5
3120000000,울산광역시 북구,울산광역시,213772.0,11.92906461089385,22.00896282020096,30.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,820.0,184632.0,328.0,0.4,0.018711524427895143,1.1666666666666667,1.0,6.971307120085016,93.02869287991498,0,0,40,46.43642530059331,69.92374672762536,6476,5
